🐱发发猫,#genre#
CCTV-第一剧场,http://120.221.218.50/tlivecloud-ipv6.ysp.cctv.cn/ysp/2012514403.m3u8
CCTV-电视指南,http://120.221.218.50/tlivecloud-ipv6.ysp.cctv.cn/ysp/2012514003.m3u8
CCTV-风云剧场,http://120.221.218.50/tlivecloud-ipv6.ysp.cctv.cn/ysp/2012513603.m3u8
CCTV-风云音乐,http://120.221.218.50/tlivecloud-ipv6.ysp.cctv.cn/ysp/2012514103.m3u8
CCTV-风云足球,http://120.221.218.50/tlivecloud-ipv6.ysp.cctv.cn/ysp/2012514203.m3u8
CCTV-高尔夫网球,http://120.221.218.50/tlivecloud-ipv6.ysp.cctv.cn/ysp/2012512503.m3u8
CCTV-怀旧剧场,http://120.221.218.50/tlivecloud-ipv6.ysp.cctv.cn/ysp/2012511203.m3u8
CCTV-卫生健康,http://120.221.218.50/tlivecloud-ipv6.ysp.cctv.cn/ysp/2012513503.m3u8
CCTV-央视台球,http://120.221.218.50/tlivecloud-ipv6.ysp.cctv.cn/ysp/2012513703.m3u8
CGTN-阿拉伯语,http://120.221.218.50/tlivecloud-ipv6.ysp.cctv.cn/ysp/2010155203.m3u8
CGTN-俄语,http://120.221.218.50/tlivecloud-ipv6.ysp.cctv.cn/ysp/2010152603.m3u8
CGTN-法语,http://120.221.218.50/tlivecloud-ipv6.ysp.cctv.cn/ysp/2010153503.m3u8
CGTN-纪录国际,http://120.221.218.50/tlivecloud-ipv6.ysp.cctv.cn/ysp/2010155403.m3u8
CGTN-西班牙语,http://120.221.218.50/tlivecloud-ipv6.ysp.cctv.cn/ysp/2010152503.m3u8
CGTN,http://120.221.218.50/tlivecloud-ipv6.ysp.cctv.cn/ysp/2001656803.m3u8
CGTN,http://live.cooltv.top/tv/aishang.php?id=cgtnhd
📺百视通,#genre#
CCTV-1,https://live.v1.mk/api/bestv.php?id=cctv1hd8m/8000000/mnf.m3u8
CCTV-2,https://live.v1.mk/api/bestv.php?id=cctv2hd8m/8000000/mnf.m3u8
CCTV-3,https://live.v1.mk/api/bestv.php?id=cctv38m/8000000/mnf.m3u8
CCTV-4,https://live.v1.mk/api/bestv.php?id=cctv4hd8m/8000000/mnf.m3u8
CCTV-5,https://live.v1.mk/api/bestv.php?id=cctv58m/8000000/mnf.m3u8
CCTV-6,https://live.v1.mk/api/bestv.php?id=cctv6hd8m/8000000/mnf.m3u8
CCTV-7,https://live.v1.mk/api/bestv.php?id=cctv7hd8m/8000000/mnf.m3u8
CCTV-8,https://live.v1.mk/api/bestv.php?id=cctv8hd8m/8000000/mnf.m3u8
CCTV-9,https://live.v1.mk/api/bestv.php?id=cctv9hd8m/8000000/mnf.m3u8
CCTV-10,https://live.v1.mk/api/bestv.php?id=cctv10hd8m/8000000/mnf.m3u8
CCTV-11,https://live.v1.mk/api/bestv.php?id=cctv11hd8m/8000000/mnf.m3u8
CCTV-12,https://live.v1.mk/api/bestv.php?id=cctv12hd8m/8000000/mnf.m3u8
CCTV-13,https://live.v1.mk/api/bestv.php?id=cctv13xwhd8m/8000000/mnf.m3u8
CCTV-14,https://live.v1.mk/api/bestv.php?id=cctvsehd8m/8000000/mnf.m3u8
CCTV-15,https://live.v1.mk/api/bestv.php?id=cctv15hd8m/8000000/mnf.m3u8
CCTV-16,https://live.v1.mk/api/bestv.php?id=cctv16hd8m/8000000/mnf.m3u8
CCTV-17,https://live.v1.mk/api/bestv.php?id=cctv17hd8m/8000000/mnf.m3u8
CCTV-5+,https://live.v1.mk/api/bestv.php?id=cctv5phd8m/8000000/mnf.m3u8
CCTV-16-4K,https://live.v1.mk/api/bestv.php?id=cctv16hd4k/15000000/mnf.m3u8
CCTV-4K,https://live.v1.mk/api/bestv.php?id=cctv4k/15000000/mnf.m3u8
欢笑剧场4k,https://live.v1.mk/api/bestv.php?id=hxjc4k/15000000/mnf.m3u8
江苏卫视,https://live.v1.mk/api/bestv.php?id=jswshd8m/8000000/mnf.m3u8
广西卫视,https://live.v1.mk/api/bestv.php?id=gxwshd8m/8000000/mnf.m3u8
四川卫视,https://live.v1.mk/api/bestv.php?id=scwshd/8000000/mnf.m3u8
湖南卫视,https://live.v1.mk/api/bestv.php?id=hunanwshd8m/8000000/mnf.m3u8
浙江卫视,https://live.v1.mk/api/bestv.php?id=zjwshd8m/8000000/mnf.m3u8
东方卫视,https://live.v1.mk/api/bestv.php?id=dfwshd8m/8000000/mnf.m3u8
北京卫视,https://live.v1.mk/api/bestv.php?id=bjwshd8m/8000000/mnf.m3u8
天津卫视,https://live.v1.mk/api/bestv.php?id=tjwshd8m/8000000/mnf.m3u8
辽宁卫视,https://live.v1.mk/api/bestv.php?id=lnwshd8m/8000000/mnf.m3u8
安徽卫视,https://live.v1.mk/api/bestv.php?id=ahwshd8m/8000000/mnf.m3u8
黑龙江卫视,https://live.v1.mk/api/bestv.php?id=hljwshd8m/8000000/mnf.m3u8
广东卫视,https://live.v1.mk/api/bestv.php?id=gdwshd8m/8000000/mnf.m3u8
深圳卫视,https://live.v1.mk/api/bestv.php?id=szwshd8m/8000000/mnf.m3u8
湖北卫视,https://live.v1.mk/api/bestv.php?id=hubeiws8m/8000000/mnf.m3u8
吉林卫视,https://live.v1.mk/api/bestv.php?id=jlwshd8m/8000000/mnf.m3u8
山东卫视,https://live.v1.mk/api/bestv.php?id=sdws8m/8000000/mnf.m3u8
江西卫视,https://live.v1.mk/api/bestv.php?id=jxws8m/8000000/mnf.m3u8
河南卫视,https://live.v1.mk/api/bestv.php?id=hnwshd8m/8000000/mnf.m3u8
河北卫视,https://live.v1.mk/api/bestv.php?id=hbwshd8m/8000000/mnf.m3u8
甘肃卫视,https://live.v1.mk/api/bestv.php?id=gswshd8m/8000000/mnf.m3u8
重庆卫视,https://live.v1.mk/api/bestv.php?id=cqws8m/8000000/mnf.m3u8
东南卫视,https://live.v1.mk/api/bestv.php?id=dnwshd8m/8000000/mnf.m3u8
云南卫视,https://live.v1.mk/api/bestv.php?id=ynwshd8m/8000000/mnf.m3u8
贵州卫视,https://live.v1.mk/api/bestv.php?id=gzwshd8m/8000000/mnf.m3u8
海南卫视,https://live.v1.mk/api/bestv.php?id=hainanwshd8m/8000000/mnf.m3u8
欢笑剧场,https://live.v1.mk/api/bestv.php?id=hxjc8m/8000000/mnf.m3u8
劲爆体育,https://live.v1.mk/api/bestv.php?id=jbtyhd8m/8000000/mnf.m3u8
快乐垂钓,https://live.v1.mk/api/bestv.php?id=klcd8m/8000000/mnf.m3u8
金鹰纪实,https://live.v1.mk/api/bestv.php?id=jyjs8m/8000000/mnf.m3u8
戏曲精选,https://live.v1.mk/api/bestv.php?id=xqjx8m/8000000/mnf.m3u8
上海第一财经,https://live.v1.mk/api/bestv.php?id=dycjhd8m/8000000/mnf.m3u8
上视新闻,https://live.v1.mk/api/bestv.php?id=xwzhhd8m/8000000/mnf.m3u8
上海都市,https://live.v1.mk/api/bestv.php?id=dshd8m/8000000/mnf.m3u8
上海纪实,https://live.v1.mk/api/bestv.php?id=jspdhd/4000000/mnf.m3u8
东方影视,https://live.v1.mk/api/bestv.php?id=dfyshd8m/8000000/mnf.m3u8
五星体育,https://live.v1.mk/api/bestv.php?id=wxtyhd8m/8000000/mnf.m3u8
上视外语,https://live.v1.mk/api/bestv.php?id=icshd8m/8000000/mnf.m3u8
七彩戏剧,https://live.v1.mk/api/bestv.php?id=qcxjhd8m/8000000/mnf.m3u8
上海教育,https://live.v1.mk/api/bestv.php?id=setvhd/8000000/mnf.m3u8
全纪实,https://live.v1.mk/api/bestv.php?id=qjshd8m/8000000/mnf.m3u8
生活时尚,https://live.v1.mk/api/bestv.php?id=shss8m/8000000/mnf.m3u8
新视觉,https://live.v1.mk/api/bestv.php?id=xsjhd8m/8000000/mnf.m3u8
游戏风云,https://live.v1.mk/api/bestv.php?id=yxfy8m/8000000/mnf.m3u8
热门综艺,https://live.v1.mk/api/bestv.php?id=rmzy8m/8000000/mnf.m3u8
超级体育,https://live.v1.mk/api/bestv.php?id=qcsj8m/8000000/mnf.m3u8
健康养生,https://live.v1.mk/api/bestv.php?id=jkys8m/8000000/mnf.m3u8
百变课堂,https://live.v1.mk/api/bestv.php?id=bbkt8m/8000000/mnf.m3u8
看天下精选,https://live.v1.mk/api/bestv.php?id=ktxjx8m/8000000/mnf.m3u8
华语影院,https://live.v1.mk/api/bestv.php?id=hyyy8m/8000000/mnf.m3u8
电竞天堂,https://live.v1.mk/api/bestv.php?id=djtt8m/8000000/mnf.m3u8
青春动漫,https://live.v1.mk/api/bestv.php?id=qcdm8m/8000000/mnf.m3u8
宝宝动画,https://live.v1.mk/api/bestv.php?id=bbdh8m/8000000/mnf.m3u8
星光影院,https://live.v1.mk/api/bestv.php?id=xgyy8m/8000000/mnf.m3u8
谍战剧场,https://live.v1.mk/api/bestv.php?id=dzjc8m/8000000/mnf.m3u8
全球大片,https://live.v1.mk/api/bestv.php?id=qqdp8m/8000000/mnf.m3u8
热门剧场,https://live.v1.mk/api/bestv.php?id=rmjc8m/8000000/mnf.m3u8
陶瓷高清,https://live.v1.mk/api/bestv.php?id=taocihd/8000000/mnf.m3u8
中国教育-1,https://live.v1.mk/api/bestv.php?id=zgjy1t8m/8000000/mnf.m3u8
中国教育-4,https://live.v1.mk/api/bestv.php?id=zgjy4hd8m/8000000/mnf.m3u8
卡酷少儿,https://live.v1.mk/api/bestv.php?id=kkse8m/8000000/mnf.m3u8
纪实科教,https://live.v1.mk/api/bestv.php?id=dajs8m/8000000/mnf.m3u8
茶频道,https://live.v1.mk/api/bestv.php?id=cpdhdavs8m/8000000/mnf.m3u8
足球高清,https://live.v1.mk/api/bestv.php?id=zqpd8m/8000000/mnf.m3u8
炫动卡通,https://live.v1.mk/api/bestv.php?id=hhxd8m/8000000/mnf.m3u8
东方财经,https://live.v1.mk/api/bestv.php?id=dfcjhd8m/8000000/mnf.m3u8
都市剧场,https://live.v1.mk/api/bestv.php?id=dsjc8m/8000000/mnf.m3u8
动漫秀场,https://live.v1.mk/api/bestv.php?id=dmxc8m/8000000/mnf.m3u8
法治天地,https://live.v1.mk/api/bestv.php?id=fztd8m/8000000/mnf.m3u8
金色学堂,https://live.v1.mk/api/bestv.php?id=jingsepd8m/8000000/mnf.m3u8
魅力足球,https://live.v1.mk/api/bestv.php?id=mlyyhd8m/8000000/mnf.m3u8
🇭🇰港澳台,#genre#
翡翠台,http://162.19.247.76:22222/live/tvbfc/index.m3u8
翡翠台,http://jylt.jdshipin.com:808/hls/25/index.m3u8
翡翠台,http://113.117.74.5:8081/hls/67/index.m3u8 
翡翠台,http://113.117.74.12:8081/hls/67/index.m3u8 
翡翠台,http://113.117.74.15:8081/hls/67/index.m3u8
翡翠台,http://113.117.74.21:8081/hls/67/index.m3u8
翡翠台,http://113.117.74.22:8081/hls/67/index.m3u8
翡翠台,http://113.117.74.24:8081/hls/67/index.m3u8
翡翠台,http://113.117.74.5:8081/hls/25/index.m3u8 
翡翠台,http://113.117.74.12:8081/hls/25/index.m3u8 
翡翠台,http://113.117.74.15:8081/hls/25/index.m3u8
翡翠台,http://113.117.74.21:8081/hls/25/index.m3u8
翡翠台,http://113.117.74.22:8081/hls/25/index.m3u8
翡翠台,http://113.117.74.24:8081/hls/25/index.m3u8
翡翠台,http://nas.jdshipin.com:8801/gdfc.php
翡翠台,https://cdn.hklive.tv/raw/81.ts
翡翠台,https://cdn.hklive.tv:443/xxxx/81/index.m3u8
翡翠台,https://cdn.hklive.tv/xxxx/81/index.m3u8
翡翠台,https://tvp22.sky4k.top/index1.php
翡翠台,http://r.jdshipin.com/n90gt
翡翠台,http://r.jdshipin.com/62WM7
翡翠台,http://r.jdshipin.com/qClQf
翡翠台,http://r.jdshipin.com/qrfbg
翡翠台,http://107.151.203.111:2209/135/hk.php?id=tvbfct
翡翠台,http://qwas.eatuo.com:9901/tsfile/live/1013_1.m3u8
翡翠台,http://2022.stream-link.org/live/131217689
翡翠台,http://2022.stream-link.org:80/playlist/tvb_jade.ts
翡翠台,http://2022.stream-link.org/playlist/tvb_jade
翡翠台,http://2023.stream-link.org/playlist/tvb_jade
翡翠台,http://23.237.10.66:16106
翡翠台,http://qwas.eatuo.com:9901/tsfile/live/1013_1.m3u8
翡翠台,http://120.84.96.89:808/hls/25/index.m3u8
翡翠台,http://120.84.96.73:808/hls/25/index.m3u8
翡翠台,http://xjayrf.eatuo.com:9901/tsfile/live/1004_1.m3u8
翡翠台,http://shazui.8866.org:800/hls/80/index.m3u8
翡翠台,http://radius.8866.org:800/hls/80/index.m3u8
翡翠台(待修复),http://live.cooltv.top/tv/good.php?id=1350_4500
翡翠台(华丽台),http://r.jdshipin.com/thuYX
翡翠台(华丽台),http://23.237.10.66:16410
翡翠台(华丽台),http://2022.stream-link.org/live/1684250157
翡翠台(华丽台),http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941619&extension=ts&play_token=p2yEuU1aFS
明珠台,http://nas.jdshipin.com:8801/gdmz.php
明珠台,http://moking2010.x10.mx/gd1.php?id=mzt
明珠台,http://107.151.203.111:2209/135/hk.php?id=tvbmzt
明珠台,http://jylt.jdshipin.com:808/hls/26/index.m3u8
明珠台,http://113.117.74.5:8081/hls/26/index.m3u8 
明珠台,http://113.117.74.12:8081/hls/26/index.m3u8 
明珠台,http://113.117.74.15:8081/hls/26/index.m3u8
明珠台,http://113.117.74.21:8081/hls/26/index.m3u8
明珠台,http://113.117.74.22:8081/hls/26/index.m3u8
明珠台,http://113.117.74.24:8081/hls/26/index.m3u8
明珠台,https://cdn.hklive.tv:443/xxxx/84/index.m3u8
明珠台,https://cdn.hklive.tv/xxxx/84/index.m3u8
明珠台,http://120.84.96.89:808/hls/26/index.m3u8
明珠台,http://120.84.96.73:808/hls/26/index.m3u8
明珠台,https://live.astradamy.com/tvbpearl/index.m3u8
明珠台,http://qwas.eatuo.com:9901/tsfile/live/1014_1.m3u8
明珠台(待修复),http://live.cooltv.top/tv/good.php?id=1351_4500
TVB星河,http://r.jdshipin.com/sXuuD
TVB星河,http://134.195.97.47:8178/Xinhe/playlist.m3u8?tid=MCFC2010151520101515&ct=19249&tsum=a8fd0cb32ef01d8472773a604402a683
TVB星河,http://lcx-olt.8866.org:8181/tsfile/live/1004_1.m3u8
TVB星河,http://113.117.74.5:8081/hls/135/index.m3u8
TVB星河,http://113.117.74.12:8081/hls/135/index.m3u8
TVB星河,http://113.117.74.15:8081/hls/135/index.m3u8
TVB星河,http://113.117.74.17:8081/hls/135/index.m3u8
TVB星河,http://113.117.74.18:8081/hls/135/index.m3u8
TVB星河,http://113.117.74.19:8081/hls/135/index.m3u8
TVB星河,http://113.117.74.21:8081/hls/135/index.m3u8
TVB星河,http://113.117.74.22:8081/hls/135/index.m3u8
TVB星河,http://113.117.74.24:8081/hls/135/index.m3u8
TVB星河,http://113.117.74.27:8081/hls/135/index.m3u8
TVB星河,http://113.117.74.35:8081/hls/135/index.m3u8
TVB星河,http://113.117.74.37:8081/hls/135/index.m3u8
TVB星河,http://113.117.74.38:8081/hls/135/index.m3u8
TVB星河,http://113.117.74.40:8081/hls/135/index.m3u8
TVB星河,http://113.117.74.45:8081/hls/135/index.m3u8
TVB星河,http://113.117.74.47:8081/hls/135/index.m3u8
TVB星河,http://113.117.74.5:8081/hls/137/index.m3u8
TVB星河,http://113.117.74.12:8081/hls/137/index.m3u8
TVB星河,http://113.117.74.15:8081/hls/137/index.m3u8
TVB星河,http://113.117.74.17:8081/hls/137/index.m3u8
TVB星河,http://113.117.74.18:8081/hls/137/index.m3u8
TVB星河,http://113.117.74.19:8081/hls/137/index.m3u8
TVB星河,http://113.117.74.21:8081/hls/137/index.m3u8
TVB星河,http://113.117.74.22:8081/hls/137/index.m3u8
TVB星河,http://113.117.74.24:8081/hls/137/index.m3u8
TVB星河,http://113.117.74.27:8081/hls/137/index.m3u8
TVB星河,http://113.117.74.35:8081/hls/137/index.m3u8
TVB星河,http://113.117.74.37:8081/hls/137/index.m3u8
TVB星河,http://113.117.74.38:8081/hls/137/index.m3u8
TVB星河,http://113.117.74.40:8081/hls/137/index.m3u8
TVB星河,http://113.117.74.45:8081/hls/137/index.m3u8
TVB星河,http://113.117.74.47:8081/hls/137/index.m3u8
凤凰中文,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226248/index.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.flv
凤凰中文,rtmp://playtv-live.ifeng.com/live/06OLEGEGM4G
凤凰中文,http://chuangye168.gnway.org:56994/g8dyou.php?id=fhzw_1500
凤凰中文,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002275/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
凤凰中文,http://111.20.105.60:6060/yinhe/2/ch00000090990000002275/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
凤凰中文,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226547/index.m3u8
凤凰中文,http://111.20.33.70/PLTV/88888893/224/3221226547/index.m3u8 
凤凰中文,http://117.169.124.149:8080/live/fhchinese/index.m3u8
凤凰中文,http://107.151.203.111:2209/135/hk.php?id=fhzw
凤凰中文,http://home.111818.xyz:8888/udp/239.76.253.134:9000
凤凰中文,http://39.134.115.221:8080/PLTV/88888910/224/3221226248/index.m3u8
凤凰资讯,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226274/index.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.flv
凤凰资讯,rtmp://playtv-live.ifeng.com/live/06OLEEWQKN4
凤凰资讯,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226546/index.m3u8
凤凰资讯,http://111.20.105.60:6060/yinhe/2/ch00000090990000002187/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
凤凰资讯,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002187/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
凤凰资讯,http://111.20.33.70/PLTV/88888893/224/3221226546/index.m3u8 
凤凰资讯,http://117.169.124.149:8080/live/fhzixun/index.m3u8
凤凰资讯,http://107.151.203.111:2209/135/hk.php?id=fhzx
凤凰资讯,http://home.111818.xyz:8888/udp/239.76.253.135:9000
凤凰资讯,http://39.134.115.221:8080/PLTV/88888910/224/3221226274/index.m3u8
凤凰香港,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226251/index.m3u8
凤凰香港,http://120.84.96.89:808/hls/81/index.m3u8
凤凰香港,http://120.84.96.73:808/hls/81/index.m3u8
凤凰香港,http://39.135.138.58:18890/PLTV/88888888/224/3221226251/index.m3u8
凤凰香港,http://zb.688768.xyz/jiudian/jddb.php?member=liubwdefd34&playurl=http://120.84.96.42:808/hls/81/index.m3u8
凤凰香港,http://39.134.115.221:8080/PLTV/88888910/224/3221226251/index.m3u8
凤凰电影,http://lxajh.top/iptv/hk.php?id=fhdy
凤凰电影,http://111.59.189.40:8445/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰电影,http://111.59.189.40:8445/tsfile/live/1022_1.m3u8 
凤凰电影,http://111.59.189.40:8445/tsfile/live/1022_1.m3u8?zgangd
凤凰电影,http://218.202.220.2:5000/nn_live.ts?id=NEWSASIA
BBC,http://103.199.161.254/Content/bbcworld/Live/Channel(BBCworld)/Stream(02)/index.m3u8
BBC,http://103.199.161.254/Content/bbcworld/Live/Channel(BBCworld)/index.m3u8
CNN,https://d30x5vsa85tvmd.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-7y561g9sa9uht/index.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D&ads.consent=%7BTC_STRING%7D
CNN,https://dvwcw6gaf04mr.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-nww5b4akrzbwn/index.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D&ads.consent=%7BTC_STRING%7D
CNN,https://d1mj4zol5huu6l.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-tp1e68v8mb0lb/index.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D&ads.consent=%7BTC_STRING%7D
CNN,https://dhzhj55w8hou6.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-bmoob4iijm59i/index.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D&ads.consent=%7BTC_STRING%7D
CNN,https://cnn-cnninternational-1-eu.rakuten.wurl.tv/206849c7acd1570962df1ad525fa8688.m3u8?blog.ntnas.top
CNN1,http://ip2121.com:8081/live/cnn/playlist.m3u8
CNC中文,http://39.135.138.58:18890/PLTV/88888888/224/3221225694/index.m3u8
CNC中文,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225693/index.m3u8
CNC中文,http://39.134.115.163:8080/PLTV/88888910/224/3221225694/index.m3u8
CNC中文,http://117.169.121.162:6610/PLTV/88888910/224/3221225694/index.m3u8
CNC中文,http://source07.v.news.cn/live/CNC_CN/playlist.m3u8
CNC英文,http://39.135.138.58:18890/PLTV/88888888/224/3221225693/index.m3u8
CNC英文,http://source07.v.news.cn/live/CNC_EN/playlist.m3u8
CNC英文,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225694/index.m3u8
CNC英文,http://39.134.115.163:8080/PLTV/88888910/224/3221225693/index.m3u8
CNC英文,http://117.169.121.162:6610/PLTV/88888910/224/3221225693/index.m3u8
清华电视台,http://live.cic.tsinghua.edu.cn/hls/tsinghuatv.m3u8
有线新闻,http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u8
有线新闻,http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
有线新闻,http://cm61-10-2-143.hkcable.com.hk/live_freedirect/freehd209_h.live/playlist.m3u8
有线新闻,https://cdn.hklive.tv:443/xxxx/109/index.m3u8
有线新闻,https://cdn.hklive.tv/xxxx/109/index.m3u8
有线新闻,https://api.leonardpark.dev/live/icable/109
有线财经资讯,http://61.10.2.140/live_freedirect/freehd208_h.live/playlist.m3u8
有线财经资讯,https://cdn.hklive.tv:443/xxxx/108/index.m3u8
有线财经资讯,https://cdn.hklive.tv/xxxx/108/index.m3u8
有线财经资讯,https://uc6.i-cable.com/live_freedirect/freehd208_h.live/playlist.m3u8
有线直播,https://cdn.hklive.tv:443/xxxx/110/index.m3u8
有线直播,https://cdn.hklive.tv/xxxx/110/index.m3u8
無綫新聞,http://162.19.247.76:22222/live/tvbnews/index.m3u8
無綫新聞,https://cdn.hklive.tv:443/xxxx/83/index.m3u8
無綫新聞,https://cdn.hklive.tv/xxxx/83/index.m3u8
無綫新聞,https://tvp22.sky4k.top/index1.php
無綫新聞,http://2022.stream-link.org/playlist/tvb_news
無綫新聞(修复),http://live.cooltv.top/tv/tvb.php?id=0&hq
无线财经资讯,http://jylt.jdshipin.com:808/hls/86/index.m3u8
无线财经资讯,https://cdn.hklive.tv:443/xxxx/85/index.m3u8
无线财经资讯,https://cdn.hklive.tv/xxxx/85/index.m3u8
无线财经资讯,http://120.84.96.89:808/hls/86/index.m3u8
无线财经资讯,http://120.84.96.73:808/hls/86/index.m3u8
无线财经资讯,https://p2.weizan.cn:443/1646497941/269664979080385265/live.m3u8?$1M1280x720
无线财经资讯,https://tvp22.sky4k.top/index2.php
无线财经资讯,https://j3.lhlh.app/mv.m3u8
无线财经资讯,https://j3.lhlh.app/mv.m3u8?checkedby:iptvcat.com
无线财经资讯,https://p2.weizan.cn/1646497941/269664979080385265/live.m3u8
无线财经资讯(修复),http://live.cooltv.top/tv/tvb.php?id=2&hq
J2台,http://162.19.247.76:22222/live/tvbj2/index.m3u8
J2台,https://cdn.hklive.tv/raw/82.ts
J2台,https://cdn.hklive.tv:443/xxxx/82/index.m3u8
J2台,https://cdn.hklive.tv/xxxx/82/index.m3u8
J2台,https://p2.weizan.cn/1646497941/269664979080385265/live.m3u8
J2台,http://r.jdshipin.com/Nr5jq
星空卫视,http://xstartx.com:4000/udp/239.93.0.156:2193
星空卫视,http://210.210.155.37/x6bnqe/s/s94/index2.m3u8
星空卫视,http://lu1.cc/itv/php/gudou.php?id=xkws
星空卫视,http://107.151.203.111:2209/135/hk.php?id=xkwst
星空卫视,http://jylt.jdshipin.com:808/hls/79/index.m3u8
星空卫视,http://120.84.96.113:808/hls/79/index.m3u8
星空卫视,http://120.84.96.108:808/hls/79/index.m3u8
星空卫视,http://120.84.96.89:808/hls/79/index.m3u8
星空卫视,http://120.84.96.87:808/hls/79/index.m3u8
星空卫视,http://120.84.96.82:808/hls/79/index.m3u8
星空卫视,http://120.84.96.73:808/hls/79/index.m3u8
星空卫视,http://120.84.96.28:808/hls/79/index.m3u8
星空卫视,http://120.84.96.23:808/hls/79/index.m3u8
星空卫视,http://113.117.74.21:8081/hls/87/index.m3u8
星空卫视,http://113.117.74.22:8081/hls/87/index.m3u8
星空卫视,http://113.117.74.24:8081/hls/87/index.m3u8
星空卫视,http://218.202.220.2:5000/nn_live.ts?id=STARTV
Channel[V],http://xcm13.f3322.net:4000/udp/239.93.1.7:2194
Channel[V],http://r.jdshipin.com/dMphc
Channel[V],http://113.117.74.5:8081/hls/88/index.m3u8 
Channel[V],http://113.117.74.12:8081/hls/88/index.m3u8 
Channel[V],http://113.117.74.15:8081/hls/88/index.m3u8
Channel[V],http://113.117.74.21:8081/hls/88/index.m3u8
Channel[V],http://113.117.74.22:8081/hls/88/index.m3u8
Channel[V],http://113.117.74.24:8081/hls/88/index.m3u8
HOYTV(官网港ip),https://hoytv-live-stream.hoy.tv/ch77/index-fhd.m3u8
HOYTV,http://media.fantv.hk/m3u8/archive/channel2_stream1.m3u8
HOYTV,https://cdn.hklive.tv:443/xxxx/77/index.m3u8
HOYTV,https://cdn.hklive.tv/xxxx/77/index.m3u8
HOY资讯(官网港ip),https://hoytv-live-stream.hoy.tv/ch78/index-fhd.m3u8
HOY资讯,https://cdn.hklive.tv:443/xxxx/78/index.m3u8
HOY资讯,https://cdn.hklive.tv/xxxx/78/index.m3u8
香港国际财经(官网港ip),https://hoytv-live-stream.hoy.tv/ch76/index-fhd.m3u8
香港国际财经,https://cdn.hklive.tv:443/xxxx/76/index.m3u8
香港国际财经,https://cdn.hklive.tv/xxxx/76/index.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://107.151.203.111:2209/135/hk.php?id=hkws
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
热血时报,http://ptmirror3.passiontimes.hk/hls3/582000/stream.m3u8
RTHK31(官网港ip),https://rthktv31-live.akamaized.net/hls/live/2036818/RTHKTV31/master.m3u8
RTHK31,https://cdn.hklive.tv:443/xxxx/31/index.m3u8
RTHK31,https://cdn.hklive.tv/xxxx/31/index.m3u8
RTHK31,https://www.rthk.hk/feeds/dtt/rthktv31_https.m3u8
RTHK31,http://radius.8866.org:800/hls/89/index.m3u8
RTHK32,https://cdn.hklive.tv:443/xxxx/32/index.m3u8
RTHK32,https://www.rthk.hk/feeds/dtt/rthktv32_https.m3u8
